gene	079_warmM	082_warmM	086_warmM	090_warmM	097_warmM	098_warmM	080_warmF	089_warmF	091_warmF	096_warmF
ENSMUSG00000102092	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102093	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000105867	1	5	0	0	1	0	0	0	0	0
ENSMUSG00000102879	0	1	2	1	0	0	0	0	0	2
ENSMUSG00000102098	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102099	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098489	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042628	2263	3543	1780	2330	1784	1518	1279	1957	2310	1479
ENSMUSG00000103948	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000110103	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110102	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000110105	19	17	13	17	9	18	9	11	15	9
ENSMUSG00000110104	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036908	632	950	554	637	466	431	417	918	892	648
ENSMUSG00000110106	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110109	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000036907	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042622	41	69	42	73	29	32	53	62	71	54
ENSMUSG00000036905	603	927	402	706	643	685	496	802	1054	760
ENSMUSG00000036902	19	25	9	19	16	4	11	3	10	8
ENSMUSG00000042625	1292	2339	1347	1710	1483	1532	1105	1696	1901	1355
ENSMUSG00000042626	1762	2572	1478	1856	1349	1072	1063	1725	2242	1368
ENSMUSG00000113121	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049908	0	1	1	1	0	0	0	0	0	0
ENSMUSG00000049904	43	57	27	22	25	20	16	25	24	24
ENSMUSG00000049907	98	100	66	60	59	26	88	79	111	62
ENSMUSG00000049902	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060550	223	333	162	219	167	201	93	207	365	196
ENSMUSG00000103030	6	10	3	2	4	6	6	3	4	5
ENSMUSG00000035455	9	12	5	9	2	2	10	2	3	22
ENSMUSG00000035454	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072893	37	83	43	52	51	34	33	66	45	57
ENSMUSG00000035451	527	1144	582	653	479	390	341	452	496	360
ENSMUSG00000020728	4	15	5	9	10	3	10	5	11	8
ENSMUSG00000072898	0	0	0	0	0	1	1	0	0	1
ENSMUSG00000035459	2307	4236	2066	2859	2071	1738	1979	3315	3868	2724
ENSMUSG00000035458	0	3	1	0	1	2	1	1	3	0
ENSMUSG00000070003	88	142	96	98	58	49	82	158	176	101
ENSMUSG00000070002	889	1153	734	679	770	774	624	1133	1250	738
ENSMUSG00000069808	92	124	56	65	54	42	60	99	89	107
ENSMUSG00000033857	109	245	109	96	75	38	82	161	186	88
ENSMUSG00000033855	297	416	243	277	174	237	173	235	261	237
ENSMUSG00000033854	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000069806	4	11	7	4	5	3	3	3	5	0
ENSMUSG00000069805	18871	22872	15042	18044	10017	9025	12181	16326	18709	12863
ENSMUSG00000033850	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028261	799	876	408	657	566	516	322	223	528	279
ENSMUSG00000028262	2	3	4	3	0	0	4	4	1	1
ENSMUSG00000028264	0	0	0	0	1	0	0	1	1	0
ENSMUSG00000114908	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028266	345	406	179	298	229	241	126	190	299	200
ENSMUSG00000109731	20	59	21	23	9	9	12	13	22	17
ENSMUSG00000028268	111	178	93	209	125	168	162	206	344	284
ENSMUSG00000114904	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114907	21	22	16	14	10	12	8	20	18	17
ENSMUSG00000114906	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114901	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099460	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114903	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114902	1	5	5	10	7	6	2	7	1	3
ENSMUSG00000063253	58	86	59	62	37	32	41	58	58	35
ENSMUSG00000109733	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115437	0	1	1	0	0	0	0	0	0	2
ENSMUSG00000109734	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044505	37	43	22	40	34	26	14	25	40	16
ENSMUSG00000044502	520	613	319	437	326	323	264	341	375	301
ENSMUSG00000044501	113	146	100	109	132	121	131	75	102	97
ENSMUSG00000109735	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109736	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109737	1	3	1	0	0	0	0	2	0	0
ENSMUSG00000096372	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088617	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087618	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114926	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087612	0	0	0	0	0	0	0	1	1	0
ENSMUSG00000087613	29	15	5	5	4	8	42	28	37	35
ENSMUSG00000087610	2	3	2	5	6	9	0	5	7	2
ENSMUSG00000087611	10	10	3	3	3	4	4	10	3	6
ENSMUSG00000087616	4	5	0	3	0	1	0	1	4	1
ENSMUSG00000087617	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087614	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087615	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000018259	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114923	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088616	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032108	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000032109	114	243	121	113	92	71	89	197	148	76
ENSMUSG00000032103	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000032101	1	0	0	3	2	1	1	0	2	2
ENSMUSG00000032105	0	1	1	1	0	0	0	0	2	1
ENSMUSG00000071350	621	755	440	717	850	717	381	286	559	354
ENSMUSG00000071356	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071359	168	227	127	214	119	106	112	102	180	129
ENSMUSG00000100201	2	20	10	20	7	2	10	8	21	14
ENSMUSG00000043991	1244	1791	707	913	805	770	804	578	798	736
ENSMUSG00000114929	1	0	0	1	0	0	0	0	0	0
ENSMUSG00000043993	53	159	87	77	70	61	58	124	113	56
ENSMUSG00000088614	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000043999	0	1	3	3	0	0	1	2	1	5
ENSMUSG00000043998	903	1268	645	911	671	656	557	718	985	755
ENSMUSG00000107182	8	18	9	7	13	7	10	9	11	9
ENSMUSG00000024729	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000024728	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074800	7	22	3	46	3	2	3	7	42	53
ENSMUSG00000074802	87	82	41	49	63	73	35	61	139	82
ENSMUSG00000024725	782	849	489	634	480	507	592	699	854	626
ENSMUSG00000074804	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074807	111	136	71	122	81	112	76	107	107	89
ENSMUSG00000024726	318	311	194	192	245	195	168	177	257	199
ENSMUSG00000116506	174	220	134	131	138	146	127	148	124	96
ENSMUSG00000116505	3	10	3	9	8	4	5	10	8	6
ENSMUSG00000113226	1	0	0	0	0	0	0	0	1	0
ENSMUSG00000102651	0	6	3	2	1	0	3	3	0	3
ENSMUSG00000116500	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113220	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026761	493	678	325	477	490	408	291	244	435	318
ENSMUSG00000026767	992	1202	577	920	743	602	462	562	696	442
ENSMUSG00000026766	1669	1840	1123	1361	838	685	940	1101	1299	772
ENSMUSG00000026765	1	0	1	0	1	0	4	0	1	0
ENSMUSG00000026764	4	4	2	5	7	4	5	2	2	3
ENSMUSG00000026768	233	277	196	285	295	259	250	350	331	343
ENSMUSG00000102656	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024892	17324	24194	14315	15169	11252	10134	11690	19313	21935	12432
ENSMUSG00000024891	26	33	20	22	28	15	17	32	35	22
ENSMUSG00000024897	14	18	9	12	12	11	13	22	15	13
ENSMUSG00000024896	721	869	550	670	520	407	551	574	826	530
ENSMUSG00000024899	8220	7215	5220	6257	6398	5381	8026	8337	10547	7831
ENSMUSG00000026495	59	61	34	51	51	38	59	68	64	51
ENSMUSG00000026494	24	36	27	24	24	13	11	10	24	11
ENSMUSG00000026497	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026496	1509	1872	949	1138	1077	670	882	1101	1383	824
ENSMUSG00000026491	3209	3504	1912	2845	2774	2021	1979	1851	2527	2369
ENSMUSG00000026490	1017	1261	716	933	887	714	631	693	897	793
ENSMUSG00000026492	703	640	408	629	615	598	495	442	552	461
ENSMUSG00000026499	737	974	496	779	599	584	510	582	661	548
ENSMUSG00000059246	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059244	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040972	8	9	1	7	4	6	2	5	4	4
ENSMUSG00000117440	2	13	5	5	6	7	2	5	4	6
ENSMUSG00000059248	4025	5116	2626	2534	2450	2075	1894	2933	3570	1855
ENSMUSG00000048489	1279	2787	854	3336	2625	1795	1189	3814	4735	1551
ENSMUSG00000086259	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086258	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086255	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086254	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086257	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086256	0	0	0	1	2	0	1	0	0	1
ENSMUSG00000086251	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086250	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086253	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081618	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000081619	10	25	5	3	3	2	4	4	14	7
ENSMUSG00000081610	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081611	1	1	0	0	1	0	0	0	0	0
ENSMUSG00000081612	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081613	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081614	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081615	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081616	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081617	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064994	0	1	0	0	0	0	2	0	1	0
ENSMUSG00000111811	2	1	0	1	0	0	0	1	0	1
ENSMUSG00000085500	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000085501	24	23	16	16	18	21	8	17	24	10
ENSMUSG00000085502	2	0	2	2	1	0	4	6	1	2
ENSMUSG00000085504	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034739	3	4	0	5	0	0	0	0	3	5
ENSMUSG00000085507	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048481	39	52	40	28	19	26	14	21	35	33
ENSMUSG00000075864	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021047	0	2	2	4	0	0	0	0	1	0
ENSMUSG00000064995	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089429	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000089427	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089425	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021044	305	460	343	358	218	209	228	357	425	259
ENSMUSG00000089423	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089422	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089420	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000077598	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077599	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077592	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077593	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077590	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077591	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077597	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077594	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077595	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000003299	889	1316	685	773	656	559	506	850	925	594
ENSMUSG00000098506	0	1	0	0	0	0	0	9	1	0
ENSMUSG00000098507	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098504	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000098505	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004473	40	49	19	28	22	23	24	28	39	16
ENSMUSG00000098503	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098500	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098501	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098508	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098509	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084678	4	5	10	15	11	7	2	3	10	11
ENSMUSG00000089289	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089288	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084671	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000089282	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084673	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089280	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084675	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084674	0	1	1	0	1	0	0	2	0	0
ENSMUSG00000089285	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089284	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095156	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095154	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095155	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095152	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095153	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095150	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003123	171	308	181	180	115	111	109	236	282	184
ENSMUSG00000095159	7	2	0	3	1	3	1	2	2	1
ENSMUSG00000088779	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084766	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088774	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034192	59	61	27	45	50	56	38	26	33	40
ENSMUSG00000088776	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034190	1297	1473	825	1047	814	797	805	897	1087	756
ENSMUSG00000088772	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034194	337	402	209	239	205	219	178	233	291	183
ENSMUSG00000043230	0	0	0	0	2	0	0	1	0	1
ENSMUSG00000080561	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080562	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080566	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111070	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034449	606	773	429	515	341	338	305	491	437	285
ENSMUSG00000069475	1	0	0	1	1	0	0	1	0	2
ENSMUSG00000034445	475	761	375	538	366	270	312	570	647	386
ENSMUSG00000034442	218	284	117	174	178	147	134	164	219	150
ENSMUSG00000088487	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074029	0	2	1	1	1	2	2	0	0	4
ENSMUSG00000074028	0	2	0	0	0	0	0	1	0	1
ENSMUSG00000005980	19	21	15	30	10	10	6	25	21	11
ENSMUSG00000005981	5117	6682	3349	4477	4017	3707	3068	3952	4719	3930
ENSMUSG00000005982	1824	2401	1305	1840	1201	1203	1106	1378	1533	1227
ENSMUSG00000005983	12	26	10	14	0	6	8	9	22	13
ENSMUSG00000098124	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074026	1	0	0	0	0	0	1	0	1	0
ENSMUSG00000074024	80	118	49	58	85	79	57	45	49	45
ENSMUSG00000046463	1	2	4	4	1	1	4	3	3	0
ENSMUSG00000046460	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000106149	4	8	1	2	2	2	2	4	4	6
ENSMUSG00000102517	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042541	911	1157	577	887	740	795	546	678	837	714
ENSMUSG00000042540	2	1	0	0	0	0	0	1	0	1
ENSMUSG00000113594	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042549	22	27	15	21	10	13	9	25	27	16
ENSMUSG00000042548	784	1113	623	753	690	660	648	880	924	667
ENSMUSG00000098007	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017778	3089	3772	2154	2776	2315	2295	1804	2309	2707	2502
ENSMUSG00000103310	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002455	1407	1828	1012	1504	1362	1180	761	931	1003	840
ENSMUSG00000103311	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002459	0	1	1	4	1	4	0	1	1	2
ENSMUSG00000002458	39	44	31	50	32	29	30	37	73	52
ENSMUSG00000017774	1475	1771	1028	1165	863	814	916	1178	1829	1286
ENSMUSG00000102516	0	0	1	1	0	0	0	4	4	1
ENSMUSG00000017776	2580	3325	1795	2440	1767	1548	1649	1890	2038	1610
ENSMUSG00000103313	1	0	2	1	0	2	0	0	3	10
ENSMUSG00000102872	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079190	4	2	0	2	0	0	0	1	0	0
ENSMUSG00000106146	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079192	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000089898	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079197	1423	1965	1075	1573	908	766	848	1155	1412	832
ENSMUSG00000102511	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087937	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035713	36	49	32	34	21	26	21	54	44	28
ENSMUSG00000087935	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035711	23	79	43	36	25	41	26	66	82	41
ENSMUSG00000087933	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087932	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087930	3	0	1	0	1	1	0	0	0	0
ENSMUSG00000087939	0	1	0	2	0	2	0	1	2	0
ENSMUSG00000087938	3	3	0	4	0	1	1	1	1	0
ENSMUSG00000002985	431129	535212	307443	317634	303806	300176	274041	361871	362863	230679
ENSMUSG00000002984	769	1151	586	749	616	499	424	662	850	444
ENSMUSG00000094422	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002981	3533	4778	2681	3072	2720	2665	2046	3044	3954	2372
ENSMUSG00000002980	97	137	84	67	75	61	96	163	157	91
ENSMUSG00000002983	45	65	16	33	23	22	32	66	50	45
ENSMUSG00000041164	1272	1775	905	970	874	874	780	1237	1410	899
ENSMUSG00000041165	0	0	0	0	0	0	1	0	1	0
ENSMUSG00000041161	135	220	115	125	131	111	94	129	141	93
ENSMUSG00000041168	4779	6318	3456	3873	3275	3129	2949	4076	4546	3302
ENSMUSG00000104095	2	7	4	2	11	7	4	10	10	7
ENSMUSG00000102513	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117545	31	28	16	26	21	18	2	7	32	13
ENSMUSG00000077830	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000077832	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077834	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077836	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000010205	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098122	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050830	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089633	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000008036	862	1344	729	708	521	493	551	816	830	439
ENSMUSG00000008035	1173	1233	825	594	397	417	407	441	1135	489
ENSMUSG00000058385	3	6	7	8	2	1	6	4	5	10
ENSMUSG00000058388	165	205	127	184	169	99	103	165	160	169
ENSMUSG00000055385	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000016918	47	53	52	37	34	62	46	40	70	52
ENSMUSG00000082141	3	1	4	1	2	1	0	0	1	0
ENSMUSG00000024130	9546	13854	8404	9341	6502	5569	6654	10928	12714	7395
ENSMUSG00000082143	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082142	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082145	3	9	1	1	4	6	1	3	2	0
ENSMUSG00000082144	2	2	1	6	0	4	0	3	3	4
ENSMUSG00000082147	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024131	942	936	666	655	636	604	276	322	523	193
ENSMUSG00000082149	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000082148	1	5	0	2	0	0	0	0	0	2
ENSMUSG00000051860	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024132	2276	3100	1611	2055	1350	1035	1557	2140	2743	1510
ENSMUSG00000051864	535	737	478	532	370	396	407	605	628	516
ENSMUSG00000104768	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000058659	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064970	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064971	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064972	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058655	6333	8696	4713	6103	5786	5354	4725	5989	5420	4260
ENSMUSG00000099339	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064977	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041782	101	88	29	30	33	31	23	14	24	32
ENSMUSG00000090334	2	4	2	1	2	1	0	0	1	0
ENSMUSG00000041781	1021	1155	593	874	717	597	464	451	661	503
ENSMUSG00000090331	0	0	4	2	0	0	1	0	2	0
ENSMUSG00000024136	3	15	8	11	3	9	9	21	18	17
ENSMUSG00000090333	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090332	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041789	0	2	0	1	0	0	1	1	0	0
ENSMUSG00000090338	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000104769	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115506	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112172	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115504	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115505	33	73	34	48	26	17	17	38	28	5
ENSMUSG00000115502	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115503	0	6	0	0	0	2	0	1	3	0
ENSMUSG00000115500	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112173	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112170	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115508	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115509	2	6	7	11	1	2	2	19	11	4
ENSMUSG00000112171	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107959	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099337	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101292	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113838	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112174	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102254	2	2	1	2	0	1	0	1	1	1
ENSMUSG00000113830	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113831	79	94	64	70	54	48	54	68	92	59
ENSMUSG00000113832	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112175	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000113834	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113835	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113836	8	11	0	1	7	0	5	13	8	4
ENSMUSG00000113837	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099334	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044576	0	0	4	0	0	0	0	0	2	1
ENSMUSG00000094219	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044574	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000094217	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040782	1442	1593	912	1076	1031	1020	859	732	884	769
ENSMUSG00000040785	825	1184	595	813	815	694	627	694	735	689
ENSMUSG00000056128	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056124	74	129	77	78	80	69	76	80	97	111
ENSMUSG00000104192	0	0	0	1	0	1	0	0	0	0
ENSMUSG00000056121	807	941	466	700	565	490	441	496	645	488
ENSMUSG00000040658	132	162	89	106	75	61	93	118	163	112
ENSMUSG00000106498	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000106499	3	5	2	4	4	5	5	3	3	1
ENSMUSG00000108809	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108808	7	25	15	10	13	1	8	4	7	5
ENSMUSG00000047786	4	3	3	4	5	5	3	3	6	6
ENSMUSG00000047787	36	97	39	37	18	28	12	28	45	40
ENSMUSG00000105839	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105838	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105837	45	48	19	27	26	25	34	47	35	21
ENSMUSG00000105836	4	5	5	7	2	1	2	3	5	3
ENSMUSG00000105835	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104191	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105833	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047789	387	520	251	420	314	303	231	311	416	304
ENSMUSG00000105831	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105830	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000057836	10	207	10	16	128	5	31	32	134	55
ENSMUSG00000057835	127	135	77	102	124	107	86	79	94	71
ENSMUSG00000012117	820	1175	638	805	608	493	585	811	1107	733
ENSMUSG00000012114	958	1416	739	872	882	878	659	914	1152	870
ENSMUSG00000106496	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107955	1	2	3	2	0	0	1	0	0	0
ENSMUSG00000085261	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000085260	1	1	0	0	0	0	0	0	1	0
ENSMUSG00000085263	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085262	1	4	0	3	0	0	0	2	2	0
ENSMUSG00000085265	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085264	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085267	0	1	1	0	0	0	1	0	0	0
ENSMUSG00000093322	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000085269	13	37	18	21	23	12	14	23	32	12
ENSMUSG00000094367	1	2	0	0	1	0	0	0	0	0
ENSMUSG00000083044	7	6	5	13	5	0	3	5	14	2
ENSMUSG00000094365	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094362	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094363	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094360	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093327	0	2	1	1	1	0	1	0	1	0
ENSMUSG00000108123	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093325	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047259	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047257	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000108121	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047253	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047250	197	385	212	329	243	164	206	312	414	276
ENSMUSG00000117248	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083806	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061099	24	65	29	36	37	39	18	52	45	27
ENSMUSG00000110026	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110027	0	0	0	0	0	0	0	0	0	0
