gene	078_coldM	083_coldM	088_coldM	093_coldM	095_coldM	099_coldM	081_coldF	084_coldF	085_coldF	087_coldF	092_coldF	094_coldF
ENSMUSG00000072676	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072677	0	0	0	0	1	0	1	0	0	1	1	0
ENSMUSG00000097911	0	0	0	0	1	1	0	0	0	0	0	0
ENSMUSG00000072679	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003585	24570	15493	14563	13872	20412	14467	22417	13307	17727	17906	15535	16746
ENSMUSG00000077288	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003581	196	152	142	133	211	134	248	137	246	225	185	202
ENSMUSG00000104249	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104248	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104243	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097965	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104241	4	6	2	4	6	5	7	5	6	6	8	10
ENSMUSG00000104240	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000104247	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104245	21	35	31	42	54	48	75	34	52	34	38	49
ENSMUSG00000050677	5	2	5	2	9	0	4	7	7	6	9	4
ENSMUSG00000117805	0	0	1	3	0	1	0	2	0	0	0	1
ENSMUSG00000111985	1	1	2	4	1	5	4	2	3	0	2	6
ENSMUSG00000058921	2129	1296	1293	1450	2177	1571	2170	1158	1679	1776	1835	1680
ENSMUSG00000058922	3	7	4	4	7	3	7	4	7	9	5	10
ENSMUSG00000058925	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058927	73	34	42	31	49	51	38	40	69	30	54	23
ENSMUSG00000089197	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089195	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000089194	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117804	3	0	1	0	1	1	0	1	3	0	0	1
ENSMUSG00000089191	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089190	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006699	4683	3094	3154	2974	5119	3564	4220	2546	3847	3737	3273	4119
ENSMUSG00000089199	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117807	0	0	0	0	0	0	0	1	0	0	1	1
ENSMUSG00000074489	0	9	0	6	0	0	0	3	3	0	0	0
ENSMUSG00000074485	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000074486	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074480	6	8	4	8	6	6	2	2	6	5	1	11
ENSMUSG00000074483	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074482	6	11	1	3	11	5	13	2	2	4	10	10
ENSMUSG00000074737	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074736	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073103	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073102	31	18	22	23	15	21	29	16	30	16	13	11
ENSMUSG00000074733	711	581	546	462	768	768	703	394	698	666	616	483
ENSMUSG00000074731	0	1	0	2	0	0	0	0	2	1	0	0
ENSMUSG00000080368	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080367	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080366	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000080365	1	4	1	1	0	1	4	2	1	1	1	2
ENSMUSG00000080364	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080363	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074739	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074738	7	8	14	8	18	3	15	7	11	17	7	18
ENSMUSG00000117806	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029253	147	168	122	118	197	163	197	114	141	126	142	125
ENSMUSG00000029250	1868	1153	1156	1069	1629	1324	1578	899	1300	1257	1193	1136
ENSMUSG00000029254	53	32	39	32	35	40	124	80	113	80	117	110
ENSMUSG00000029255	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084477	2	0	1	0	0	1	1	0	0	0	3	0
ENSMUSG00000084476	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084475	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000008575	5433	3226	3571	4004	5179	3260	4906	2833	4622	4660	3850	4387
ENSMUSG00000084473	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084472	1	5	3	2	5	0	2	3	3	2	2	2
ENSMUSG00000003051	19	13	5	8	18	13	21	15	14	9	11	12
ENSMUSG00000003053	114151	67472	80442	77337	117492	95898	61910	42230	58813	58402	63506	60393
ENSMUSG00000083064	11	8	7	8	10	3	15	7	15	14	10	8
ENSMUSG00000117998	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083067	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108211	3	6	6	5	8	0	19	1	2	1	5	5
ENSMUSG00000102899	4	9	10	12	8	7	11	7	22	10	7	7
ENSMUSG00000083063	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083062	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109846	0	0	0	0	3	0	0	0	0	0	0	0
ENSMUSG00000108865	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109847	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117990	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000034858	3706	3489	2765	1950	4133	3084	5313	2803	3595	3424	2975	3162
ENSMUSG00000108988	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109845	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083069	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077317	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109843	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000069270	9	5	5	2	6	0	3	2	4	3	11	0
ENSMUSG00000081720	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069272	6	0	1	0	1	0	4	0	0	0	3	0
ENSMUSG00000069273	2	2	1	4	2	1	1	1	3	1	0	1
ENSMUSG00000069274	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000109840	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109841	32	25	30	48	60	40	35	23	17	57	35	53
ENSMUSG00000007777	374	308	289	215	319	322	386	256	348	369	246	268
ENSMUSG00000083128	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083129	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083124	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083126	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083127	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083120	0	0	0	0	0	0	0	0	1	1	0	0
ENSMUSG00000083121	0	0	1	0	0	0	3	0	0	1	0	0
ENSMUSG00000083122	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083123	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046667	50	56	41	30	54	56	75	45	76	68	84	52
ENSMUSG00000046668	1691	1111	1216	979	1536	1046	1488	1012	1335	1323	885	1363
ENSMUSG00000085796	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093323	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035007	291	250	218	214	318	211	343	186	330	281	228	304
ENSMUSG00000035004	70	44	49	73	115	100	106	66	106	90	75	90
ENSMUSG00000108563	16	14	8	7	25	18	11	14	13	7	14	16
ENSMUSG00000035000	4763	2811	3172	3202	4631	4225	5503	3345	4789	4814	4258	4631
ENSMUSG00000075465	0	0	0	0	1	0	1	0	0	0	1	1
ENSMUSG00000075467	400	295	277	300	471	179	416	254	361	326	261	435
ENSMUSG00000075463	26	15	14	23	19	22	18	14	16	20	15	18
ENSMUSG00000008496	23	36	43	45	76	36	58	39	42	47	47	43
ENSMUSG00000075469	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000008140	1821	1250	1097	1236	2393	826	1879	1264	1819	1601	1486	2327
ENSMUSG00000115003	4	7	3	0	4	5	9	2	3	5	6	5
ENSMUSG00000115002	1	1	2	2	1	2	7	2	6	1	7	1
ENSMUSG00000115001	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085653	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111983	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115007	46	37	37	38	59	36	49	37	46	45	39	54
ENSMUSG00000077903	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077902	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000010517	1220	766	731	664	919	776	1071	641	874	912	706	709
ENSMUSG00000078737	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115005	4	1	1	0	0	2	2	0	0	2	1	1
ENSMUSG00000078735	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004872	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115004	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042489	3	2	7	3	4	3	9	2	5	8	3	3
ENSMUSG00000045312	339	163	254	229	351	205	293	227	268	246	227	263
ENSMUSG00000045314	531	422	227	274	576	234	373	194	286	246	248	235
ENSMUSG00000045316	1324	907	826	786	1214	945	1211	631	806	1030	866	810
ENSMUSG00000045319	691	548	366	429	748	374	758	494	840	732	685	699
ENSMUSG00000045318	0	0	2	2	2	1	3	0	0	0	0	1
ENSMUSG00000042485	32	24	32	24	44	34	39	24	46	43	28	35
ENSMUSG00000109591	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097104	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001348	2602	1752	1544	1460	2283	1445	2074	1200	1794	1741	1664	1801
ENSMUSG00000001349	12	5	2	4	5	2	10	2	6	2	5	4
ENSMUSG00000040363	935	536	462	453	1248	538	998	532	849	876	658	820
ENSMUSG00000040367	11	12	9	6	9	5	16	5	3	16	9	15
ENSMUSG00000040365	871	711	616	539	875	523	901	525	764	692	518	807
ENSMUSG00000040364	1	1	0	0	0	0	1	0	1	0	0	1
ENSMUSG00000113679	4	8	5	4	1	4	3	4	2	4	3	6
ENSMUSG00000113676	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113677	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113674	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000024370	302	236	215	187	333	280	360	224	359	304	253	331
ENSMUSG00000024371	304	213	179	228	316	153	350	197	253	256	247	304
ENSMUSG00000024376	14	17	15	12	20	13	34	9	17	29	15	20
ENSMUSG00000074874	1	3	2	4	5	3	2	3	5	3	4	2
ENSMUSG00000024378	3969	2446	2413	2577	4077	2515	3265	1823	2771	2910	3604	3248
ENSMUSG00000024379	1	1	3	12	10	6	7	3	7	2	2	7
ENSMUSG00000113673	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000113903	1	1	0	5	3	1	2	1	0	1	2	0
ENSMUSG00000113670	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113671	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001962	578	435	343	394	593	375	514	253	389	422	370	347
ENSMUSG00000040097	576	441	397	466	757	346	735	400	592	591	510	564
ENSMUSG00000001964	357	276	246	288	509	258	439	190	359	347	282	466
ENSMUSG00000061815	7	6	11	4	8	5	1	0	5	6	3	1
ENSMUSG00000061816	0	0	0	0	0	1	1	0	0	0	0	0
ENSMUSG00000117827	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055547	0	0	0	0	0	0	1	1	0	0	0	0
ENSMUSG00000050714	208	142	118	137	213	153	168	99	178	187	261	146
ENSMUSG00000005045	0	2	1	0	2	3	0	0	0	1	1	4
ENSMUSG00000055540	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000050711	0	0	0	0	1	0	0	0	0	0	4	0
ENSMUSG00000109799	2	1	5	10	9	1	2	4	9	2	0	2
ENSMUSG00000114913	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059674	17	47	21	31	42	20	22	15	50	39	47	31
ENSMUSG00000051046	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056019	173	105	120	78	118	103	156	89	146	102	92	99
ENSMUSG00000051041	611	392	449	450	612	554	423	306	445	457	315	480
ENSMUSG00000051043	1790	1277	1443	1511	1958	1152	2230	1396	1849	2063	1507	2210
ENSMUSG00000051048	0	0	0	1	2	1	1	2	1	1	0	0
ENSMUSG00000056014	147	118	155	92	122	137	164	69	124	125	100	100
ENSMUSG00000041945	18	15	23	21	40	18	31	14	32	29	29	39
ENSMUSG00000041949	277	188	185	197	305	158	314	146	289	248	180	266
ENSMUSG00000105889	1	0	0	0	0	1	2	0	0	1	1	0
ENSMUSG00000109698	20	26	20	17	28	10	21	18	27	10	23	14
ENSMUSG00000057948	26	17	23	23	35	17	32	20	35	49	41	23
ENSMUSG00000057945	0	0	0	0	2	0	3	0	0	0	1	0
ENSMUSG00000108986	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105883	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083958	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083955	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083954	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083957	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083956	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000083951	0	0	0	0	1	1	5	0	0	0	0	0
ENSMUSG00000083950	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083953	4	2	2	0	0	1	3	2	4	1	3	0
ENSMUSG00000109696	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100947	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100940	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100941	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085467	1	1	0	0	0	1	0	0	1	1	0	1
ENSMUSG00000085466	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085465	10	11	10	13	25	11	6	1	9	3	7	10
ENSMUSG00000085464	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000085463	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100942	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112989	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000112988	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112987	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112986	0	2	1	0	0	0	0	0	0	0	0	1
ENSMUSG00000112985	1	1	0	1	1	2	1	0	1	1	1	0
ENSMUSG00000100943	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112983	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112982	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085469	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085468	155	160	128	227	351	126	128	72	93	119	134	183
ENSMUSG00000076269	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065228	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065227	0	0	0	0	0	0	2	1	0	1	0	0
ENSMUSG00000065226	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065223	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089960	2223	1220	1387	2300	4369	1614	3202	1839	2558	3129	3153	5089
ENSMUSG00000065221	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065220	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089961	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066042	44	41	33	38	56	33	56	43	50	49	34	33
ENSMUSG00000066043	1806	1136	1271	1264	1838	1480	1824	1000	1662	1562	1206	1557
ENSMUSG00000087272	4	1	5	9	19	2	12	4	7	6	2	8
ENSMUSG00000095569	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057058	4	5	8	6	14	6	15	6	13	8	6	10
ENSMUSG00000113075	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095563	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057054	335	392	409	325	435	428	541	272	481	474	325	525
ENSMUSG00000095561	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095560	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095567	845	765	610	710	1076	609	843	458	754	736	722	770
ENSMUSG00000057050	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095565	1	0	0	0	1	2	0	0	0	0	0	0
ENSMUSG00000095564	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103369	0	0	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000078650	15139	12011	10902	17861	20200	14318	14809	12184	16276	18154	12698	12698
ENSMUSG00000064579	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078651	40	91	45	29	70	52	63	49	95	71	61	37
ENSMUSG00000064574	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064575	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064577	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064570	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089968	0	0	0	0	1	0	1	0	4	4	0	0
ENSMUSG00000064572	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064573	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082602	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111868	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082600	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078653	4	3	1	3	3	2	4	1	1	4	4	5
ENSMUSG00000082606	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082607	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082604	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082605	2	3	0	2	3	0	1	1	0	4	5	1
ENSMUSG00000109994	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092467	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082608	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082609	0	0	0	3	1	0	0	0	1	0	0	2
ENSMUSG00000108435	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109991	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109992	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109993	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107848	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078656	4	9	8	2	2	3	2	2	5	6	5	3
ENSMUSG00000107844	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066595	137	139	86	143	219	114	140	71	142	107	125	117
ENSMUSG00000107846	13	18	12	17	27	21	34	16	19	27	16	15
ENSMUSG00000092464	0	0	0	0	0	0	3	0	2	1	1	0
ENSMUSG00000107840	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107841	1	1	1	0	0	0	0	0	0	0	1	0
ENSMUSG00000066592	0	0	0	1	0	1	1	1	0	1	2	2
ENSMUSG00000084734	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107597	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000107594	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084737	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107592	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084731	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084732	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084733	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054626	9	7	10	11	8	25	27	8	7	15	14	7
ENSMUSG00000084738	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000054622	8	2	7	3	6	4	8	5	4	2	4	0
ENSMUSG00000107598	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107599	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106469	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106468	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106465	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106464	95	80	79	49	77	89	108	71	99	86	79	56
ENSMUSG00000106467	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106466	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106461	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106460	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106463	2	0	1	0	1	1	1	1	3	1	1	0
ENSMUSG00000106462	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065489	8	12	3	11	13	7	10	6	7	4	13	6
ENSMUSG00000065488	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065483	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065482	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065481	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065480	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065486	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065485	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065484	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037017	383	261	248	195	321	326	334	220	354	370	243	322
ENSMUSG00000067889	5064	3511	4271	3982	4746	3263	4582	2750	4724	3821	3224	4224
ENSMUSG00000103119	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098818	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067882	2	6	2	7	5	5	6	5	7	16	8	6
ENSMUSG00000037014	0	1	1	0	0	0	1	0	0	0	0	0
ENSMUSG00000103763	17	17	26	18	44	29	20	20	21	25	23	27
ENSMUSG00000107957	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037013	1018	809	711	575	935	804	1005	561	838	855	699	711
ENSMUSG00000118392	4	7	1	7	13	6	12	3	9	10	8	14
ENSMUSG00000107954	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064686	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064687	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064685	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064682	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061068	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002083	195	96	132	181	290	63	344	184	219	234	117	258
ENSMUSG00000061065	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107896	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017307	400	290	249	189	300	237	367	280	362	314	243	323
ENSMUSG00000037010	0	8	2	8	15	1	7	4	2	11	3	7
ENSMUSG00000053536	682	505	440	408	606	415	726	415	613	625	480	544
ENSMUSG00000017300	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064688	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061062	63	35	45	30	52	57	61	23	60	67	36	33
ENSMUSG00000108489	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108488	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021939	16166	9430	9923	10239	15710	9847	15503	10272	14944	13320	11018	16594
ENSMUSG00000021938	195	176	116	114	197	209	216	129	186	202	120	190
ENSMUSG00000108485	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021936	912	526	678	578	854	757	719	466	731	719	577	650
ENSMUSG00000108487	3	2	0	10	16	0	43	12	21	28	35	33
ENSMUSG00000107951	0	0	3	2	4	1	1	0	1	1	6	0
ENSMUSG00000021933	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021932	99	58	60	51	78	62	69	58	63	55	44	66
ENSMUSG00000087333	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021930	879	554	446	546	865	567	565	336	588	540	579	533
ENSMUSG00000108737	2	6	5	4	1	7	2	0	5	2	2	2
ENSMUSG00000108736	0	0	0	0	0	2	1	1	0	3	0	0
ENSMUSG00000108735	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108734	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108732	11	13	8	16	11	12	23	13	14	20	9	18
ENSMUSG00000108731	0	6	2	1	1	0	4	4	7	6	10	14
ENSMUSG00000108730	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092131	2	0	0	1	1	4	2	1	7	3	5	1
ENSMUSG00000108739	0	0	0	1	1	0	0	0	0	0	1	0
ENSMUSG00000092130	0	0	0	0	0	1	0	1	0	0	0	0
ENSMUSG00000100100	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100101	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100103	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100104	0	1	0	0	1	0	0	0	1	1	0	0
ENSMUSG00000100105	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100106	1	0	0	0	0	1	0	0	1	1	0	0
ENSMUSG00000100107	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054083	2	5	4	6	9	1	8	2	9	3	9	7
ENSMUSG00000100109	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054087	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096148	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096149	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000110802	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110803	0	0	0	0	0	1	1	0	0	0	0	0
ENSMUSG00000110804	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117853	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117850	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040652	594	386	411	451	744	291	536	365	546	477	396	572
ENSMUSG00000033237	1070	763	752	765	1073	933	1196	631	1107	963	693	874
ENSMUSG00000096141	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000096142	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036602	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033233	26	23	21	26	37	23	48	30	35	36	29	20
ENSMUSG00000096145	202	160	81	66	82	49	283	181	140	140	196	96
ENSMUSG00000002550	994	783	748	885	1639	598	1869	1125	1294	1393	1255	1459
ENSMUSG00000036606	8712	6089	6404	5611	8472	5977	8796	4868	8110	7600	6052	8149
ENSMUSG00000101855	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000101854	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101857	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101856	58	38	29	38	51	70	70	19	55	70	44	63
ENSMUSG00000055978	1	4	3	2	3	4	6	6	11	3	6	6
